Start time;Source;Bicycle count
16-09-2015 3:00;Dampoort Noord - ZoneId = 2;0
16-09-2015 3:00;Dampoort Zuid - BikeDirection = East;7
16-09-2015 3:00;Dampoort Zuid - BikeDIrection = West;0
16-09-2015 3:00;Voldersstraat - BikeDirection = West;2
16-09-2015 3:00;Voldersstraat - BikeDirection = East;2
16-09-2015 4:00;Dampoort Noord - ZoneId = 1;1
16-09-2015 4:00;Dampoort Noord - ZoneId = 2;7
16-09-2015 4:00;Dampoort Zuid - BikeDirection = East;5
16-09-2015 4:00;Dampoort Zuid - BikeDIrection = West;2
16-09-2015 4:00;Voldersstraat - BikeDirection = West;0
16-09-2015 4:00;Voldersstraat - BikeDirection = East;2
16-09-2015 5:00;Dampoort Noord - ZoneId = 1;14
16-09-2015 5:00;Dampoort Noord - ZoneId = 2;2
16-09-2015 5:00;Dampoort Zuid - BikeDirection = East;11
16-09-2015 5:00;Dampoort Zuid - BikeDIrection = West;16
16-09-2015 5:00;Voldersstraat - BikeDirection = West;4
16-09-2015 5:00;Voldersstraat - BikeDirection = East;6
16-09-2015 6:00;Dampoort Noord - ZoneId = 1;45
16-09-2015 6:00;Dampoort Noord - ZoneId = 2;3
16-09-2015 6:00;Dampoort Zuid - BikeDirection = East;15
16-09-2015 6:00;Dampoort Zuid - BikeDIrection = West;49
16-09-2015 6:00;Voldersstraat - BikeDirection = West;10
16-09-2015 6:00;Voldersstraat - BikeDirection = East;10
16-09-2015 7:00;Dampoort Noord - ZoneId = 1;275
16-09-2015 7:00;Dampoort Noord - ZoneId = 2;14
16-09-2015 7:00;Dampoort Zuid - BikeDirection = East;50
16-09-2015 7:00;Dampoort Zuid - BikeDIrection = West;206
16-09-2015 7:00;Voldersstraat - BikeDirection = West;69
16-09-2015 7:00;Voldersstraat - BikeDirection = East;133
16-09-2015 8:00;Dampoort Noord - ZoneId = 1;596
16-09-2015 8:00;Dampoort Noord - ZoneId = 2;16
16-09-2015 8:00;Dampoort Zuid - BikeDirection = East;120
